heat, value, length
2 39 620
3 44 734
4 48 840
5 54 1037
6 52 999
7 60 1341
8 63 1450
9 62 1514
10 64 1547
11 61 1495
12 63 1624
13 63 1550
14 64 1574
15 62 1529
16 66 1609
17 66 1593
18 65 1571
19 66 1600
20 66 1505
21 66 1445
22 65 1437
23 67 1460
24 67 1448
25 66 1382
26 66 1394
27 64 1334
28 62 1318
29 63 1315
30 63 1313
0 37 538
1 37 538
2 37 538
3 45 734
4 47 843
5 55 999
6 57 1117
7 63 1286
8 61 1297
9 66 1501
10 64 1548
11 63 1528
12 62 1519
13 62 1508
14 61 1458
15 67 1645
16 66 1611
17 64 1563
18 65 1554
19 68 1657
20 68 1621
21 70 1591
22 67 1550
23 67 1486
24 67 1493
25 67 1445
26 67 1451
27 66 1418
28 66 1396
29 65 1367
30 64 1318
0 34 571
1 34 571
2 34 571
3 45 741
4 50 897
5 58 1087
6 57 1153
7 58 1234
8 62 1494
9 60 1393
10 63 1591
11 62 1562
12 58 1470
13 62 1580
14 59 1417
15 60 1407
16 62 1467
17 61 1454
18 62 1471
19 65 1511
20 65 1498
21 64 1452
22 63 1468
23 61 1372
24 62 1371
25 59 1282
26 60 1257
27 60 1263
28 60 1274
29 60 1240
30 59 1195
0 37 560
1 37 560
2 37 560
3 48 789
4 48 816
5 57 1067
6 52 977
7 60 1298
8 59 1222
9 63 1538
10 63 1580
11 64 1508
12 62 1470
13 63 1490
14 64 1532
15 62 1501
16 62 1462
17 61 1416
18 63 1448
19 65 1498
20 65 1462
21 64 1395
22 67 1460
23 67 1474
24 65 1437
25 63 1386
26 64 1379
27 63 1330
28 65 1377
29 64 1336
30 64 1334
0 34 480
1 34 480
2 34 480
3 43 661
4 45 715
5 53 961
6 56 1059
7 58 1251
8 61 1412
9 61 1428
10 64 1557
11 64 1555
12 67 1574
13 65 1567
14 67 1592
15 66 1557
16 65 1528
17 66 1511
18 67 1520
19 67 1551
20 65 1481
21 66 1435
22 65 1412
23 65 1379
24 66 1403
25 65 1376
26 66 1393
27 65 1375
28 65 1356
29 66 1316
30 65 1294

FINAL RESULT:70
heat: 21
length: 1465
[('17', '11'), ('50', '13'), ('40', '4'), ('41', '48'), ('13', '10'), ('22', '43'), ('35', '3'), ('50', '29'), ('31', '41'), ('13', '6'), ('31', '8'), ('15', '47'), ('49', '3'), ('47', '30'), ('28', '37'), ('6', '40'), ('27', '42'), ('31', '33'), ('37', '21'), ('45', '35'), ('26', '7'), ('26', '18'), ('15', '35'), ('35', '20'), ('23', '45'), ('38', '44'), ('1', '4'), ('4', '11'), ('2', '12'), ('4', '22'), ('6', '42'), ('17', '9'), ('46', '39'), ('1', '40'), ('33', '3'), ('28', '48'), ('47', '1'), ('38', '41'), ('34', '32'), ('44', '32'), ('25', '30'), ('48', '45'), ('16', '23'), ('30', '38'), ('45', '29'), ('19', '43'), ('14', '46'), ('27', '40'), ('6', '18'), ('4', '15'), ('39', '50'), ('13', '37'), ('2', '21'), ('15', '17'), ('2', '38'), ('7', '34'), ('28', '39'), ('18', '36'), ('49', '35'), ('34', '8'), ('2', '14'), ('39', '8'), ('9', '5'), ('12', '11'), ('12', '46'), ('40', '39'), ('38', '3'), ('33', '26'), ('22', '34'), ('15', '44')]
