heat, value, length
14 61 1494
15 63 1494
16 61 1443
17 63 1482
18 65 1508
19 64 1484
20 63 1475
21 64 1537
22 66 1473
23 64 1387
24 63 1344
25 63 1344
26 63 1318
27 62 1305
28 64 1302
29 62 1226
30 61 1230
7 62 1419
8 61 1312
9 65 1608
10 60 1467
11 60 1447
12 62 1559
13 59 1416
14 60 1510
15 62 1456
16 62 1518
17 61 1489
18 65 1529
19 59 1413
20 63 1423
21 64 1459
22 66 1530
23 65 1477
24 64 1424
25 65 1470
26 64 1382
27 65 1373
28 62 1285
29 65 1365
30 62 1299
7 58 1319
8 61 1451
9 61 1467
10 64 1626
11 61 1518
12 59 1488
13 63 1538
14 62 1528
15 64 1484
16 64 1537
17 68 1634
18 66 1542
19 67 1545
20 66 1536
21 65 1424
22 65 1442
23 64 1359
24 64 1361
25 63 1389
26 62 1324
27 62 1284
28 60 1240
29 62 1293
30 62 1275
7 58 1083
8 60 1345
9 64 1386
10 64 1550
11 64 1586
12 63 1629
13 64 1546
14 64 1623
15 66 1540
16 64 1537
17 67 1565
18 66 1533
19 64 1509
20 64 1492
21 66 1523
22 64 1485
23 63 1425
24 64 1416
25 64 1422
26 63 1345
27 62 1326
28 60 1258
29 61 1260
30 61 1219
7 61 1325
8 64 1475
9 62 1463
10 59 1508
11 60 1513
12 64 1578
13 63 1653
14 62 1552
15 61 1550
16 66 1631
17 64 1578
18 64 1605
19 64 1552
20 64 1523
21 64 1540
22 65 1534
23 63 1519
24 64 1429
25 63 1387
26 64 1396
27 63 1322
28 63 1322
29 62 1301
30 63 1290
7 61 1309
8 64 1393
9 61 1575
10 63 1564
11 63 1602
12 62 1601
13 64 1638
14 66 1579
15 64 1606
16 64 1597
17 66 1601
18 65 1590
19 65 1577
20 68 1572
21 65 1514
22 67 1534
23 65 1450
24 67 1458
25 65 1368
26 63 1327
27 62 1337
28 62 1291
29 62 1271
30 60 1218
7 60 1351
8 61 1445
9 60 1371
10 63 1594
11 63 1637
12 61 1596
13 60 1552
14 63 1585
15 65 1656
16 66 1683
17 65 1625
18 66 1648
19 63 1579
20 64 1564
21 63 1448
22 63 1474
23 65 1487
24 65 1481
25 63 1379
26 60 1299
27 60 1267
28 61 1272
29 60 1241
30 60 1225
7 62 1359
8 64 1502
9 63 1484
10 63 1617
11 64 1620
12 64 1612
13 63 1532
14 63 1580
15 66 1649
16 63 1528
17 66 1615
18 66 1582
19 65 1517
20 66 1501
21 67 1558
22 66 1499
23 65 1455
24 65 1394
25 64 1361
26 62 1290
27 62 1282
28 62 1274
29 61 1204
30 61 1194
7 61 1349
8 63 1359
9 63 1571
10 64 1619
11 64 1619
12 63 1530
13 62 1549
14 63 1514
15 62 1483
16 62 1496
17 64 1520
18 64 1490
19 65 1511
20 66 1536
21 66 1498
22 64 1474
23 64 1446
24 62 1362
25 62 1344
26 61 1298
27 59 1255
28 59 1247
29 58 1206
30 58 1174
7 64 1354
8 63 1493
9 61 1531
10 61 1449
11 59 1433
12 59 1512
13 61 1480
14 62 1512
15 63 1543
16 62 1532
17 62 1504
18 67 1587
19 65 1548
20 64 1447
21 67 1506
22 66 1460
23 66 1470
24 64 1424
25 64 1412
26 65 1398
27 63 1324
28 63 1308
29 63 1254
30 63 1271
7 63 1416
8 61 1270
9 63 1490
10 65 1656
11 59 1513
12 60 1544
13 60 1565
14 63 1567
15 61 1512
16 62 1550
17 62 1536
18 62 1517
19 62 1532
20 64 1559
21 67 1582
22 66 1498
23 64 1432
24 64 1458
25 62 1402
26 68 1477
27 68 1467
28 66 1429
29 64 1323
30 64 1365
7 58 1195
8 64 1447
9 63 1381
10 64 1526
11 64 1558
12 64 1566
13 64 1512
14 64 1527
15 66 1580
16 64 1556
17 65 1551
18 65 1575
19 66 1617
20 66 1535
21 65 1516
22 65 1471
23 64 1434
24 66 1471
25 66 1413
26 66 1437
27 64 1348
28 65 1384
29 60 1263
30 60 1242
7 59 1200
8 61 1368
9 65 1455
10 64 1518
11 66 1627
12 63 1575
13 66 1648
14 65 1528
15 66 1565
16 62 1512
17 65 1539
18 66 1561
19 66 1527
20 66 1524
21 65 1489
22 65 1513
23 62 1400
24 63 1434
25 64 1421
26 65 1448
27 65 1394
28 63 1342
29 61 1293
30 61 1312
7 58 1307
8 62 1460
9 61 1482
10 59 1484
11 60 1506
12 62 1527
13 62 1519
14 59 1498
15 63 1559
16 62 1476
17 65 1551
18 67 1550
19 67 1550
20 66 1557
21 67 1517
22 65 1488
23 64 1403
24 64 1383
25 64 1359
26 65 1354
27 65 1391
28 65 1353
29 61 1256
30 61 1260
7 63 1494
8 63 1456
9 62 1506
10 63 1510
11 61 1484
12 64 1579
13 60 1523
14 59 1476
15 61 1454
16 63 1530
17 62 1460
18 66 1546
19 65 1516
20 65 1497
21 65 1466
22 66 1480
23 65 1419
24 65 1407
25 63 1328
26 63 1300
27 63 1310
28 64 1310
29 62 1243
30 62 1227
7 64 1496
8 61 1406
9 64 1586
10 62 1509
11 58 1447
12 60 1467
13 62 1574
14 58 1435
15 63 1576
16 63 1490
17 66 1606
18 66 1584
19 65 1555
20 68 1584
21 68 1574
22 67 1550
23 67 1530
24 68 1529
25 66 1491
26 65 1381
27 62 1312
28 60 1265
29 58 1232
30 59 1228
7 59 1289
8 61 1335
9 60 1386
10 62 1470
11 59 1486
12 62 1527
13 62 1483
14 63 1537
15 65 1574
16 63 1515
17 64 1513
18 63 1490
19 63 1543
20 64 1487
21 65 1480
22 65 1446
23 65 1450
24 65 1434
25 65 1401
26 65 1395
27 64 1350
28 64 1334
29 64 1308
30 63 1288
7 61 1290
8 63 1376
9 65 1535
10 64 1604
11 62 1582
12 62 1509
13 63 1575
14 64 1531
15 66 1580
16 65 1548
17 65 1541
18 67 1607
19 66 1561
20 66 1547
21 66 1465
22 67 1495
23 63 1419
24 63 1423
25 60 1307
26 60 1293
27 61 1286
28 61 1272
29 60 1249
30 60 1215
7 63 1409
8 60 1445
9 64 1550
10 62 1533
11 62 1527
12 62 1550
13 59 1500
14 62 1586
15 62 1542
16 64 1569
17 61 1453
18 64 1529
19 65 1547
20 63 1488
21 63 1427
22 63 1411
23 65 1442
24 63 1365
25 62 1305
26 63 1338
27 63 1324
28 63 1316
29 62 1288
30 61 1252
7 60 1333
8 61 1407
9 66 1619
10 61 1517
11 63 1508
12 65 1521
13 62 1504
14 63 1510
15 65 1548
16 64 1500
17 66 1541
18 66 1613
19 68 1575
20 66 1538
21 66 1497
22 66 1457
23 68 1462
24 68 1472
25 65 1371
26 66 1370
27 66 1334
28 65 1313
29 65 1301
30 65 1281
7 62 1382
8 59 1330
9 65 1544
10 64 1603
11 64 1604
12 60 1496
13 64 1547
14 62 1536
15 60 1503
16 60 1474
17 62 1506
18 62 1546
19 62 1452
20 63 1526
21 62 1423
22 64 1421
23 63 1394
24 64 1420
25 63 1399
26 63 1398
27 62 1350
28 62 1308
29 62 1312
30 62 1288
7 61 1413
8 59 1434
9 60 1438
10 59 1505
11 63 1517
12 61 1459
13 64 1563
14 61 1496
15 60 1449
16 60 1439
17 63 1480
18 61 1458
19 63 1497
20 63 1521
21 60 1361
22 64 1457
23 64 1378
24 64 1423
25 65 1408
26 63 1389
27 64 1424
28 63 1306
29 62 1261
30 62 1223
7 62 1353
8 61 1444
9 65 1627
10 63 1456
11 61 1546
12 63 1605
13 61 1563
14 62 1515
15 65 1544
16 65 1538
17 64 1502
18 63 1498
19 65 1493
20 65 1511
21 65 1481
22 65 1433
23 65 1425
24 64 1375
25 64 1341
26 63 1292
27 63 1302
28 62 1274
29 62 1274
30 61 1234
7 63 1384
8 62 1534
9 63 1538
10 62 1443
11 62 1472
12 62 1559
13 63 1512
14 65 1612
15 65 1562
16 61 1475
17 62 1506
18 64 1554
19 67 1552
20 67 1556
21 67 1551
22 66 1473
23 65 1458
24 64 1425
25 62 1374
26 62 1342
27 62 1330
28 65 1357
29 65 1339
30 65 1337
7 63 1397
8 61 1402
9 62 1494
10 63 1489
11 61 1485
12 61 1444
13 59 1419
14 61 1446
15 62 1453
16 61 1475
17 62 1406
18 62 1443
19 64 1435
20 63 1447
21 64 1409
22 64 1419
23 64 1401
24 65 1436
25 63 1361
26 64 1351
27 63 1332
28 63 1312
29 63 1268
30 62 1259
7 58 1274
8 62 1395
9 67 1609
10 63 1508
11 62 1489
12 61 1536
13 59 1411
14 58 1456
15 57 1403
16 57 1422
17 60 1483
18 63 1512
19 63 1494
20 65 1543
21 64 1495
22 66 1507
23 64 1393
24 65 1442
25 64 1372
26 63 1322
27 64 1330
28 64 1320
29 63 1303
30 63 1293
7 61 1198
8 59 1345
9 64 1344
10 65 1558
11 64 1521
12 66 1607
13 65 1521
14 66 1547
15 66 1541
16 65 1600
17 67 1597
18 65 1554
19 66 1554
20 65 1497
21 65 1486
22 65 1490
23 65 1438
24 64 1403
25 65 1418
26 65 1396
27 65 1388
28 62 1317
29 66 1404
30 63 1328
7 62 1285
8 62 1427
9 65 1566
10 64 1514
11 63 1565
12 59 1398
13 60 1485
14 60 1562
15 62 1529
16 57 1410
17 64 1534
18 64 1542
19 64 1506
20 66 1497
21 67 1543
22 68 1550
23 65 1491
24 67 1470
25 67 1480
26 64 1380
27 64 1351
28 63 1318
29 62 1263
30 62 1259
7 59 1213
8 61 1342
9 65 1576
10 66 1560
11 64 1486
12 65 1552
13 65 1578
14 65 1566
15 66 1604
16 65 1518
17 64 1506
18 66 1549
19 66 1525
20 67 1593
21 66 1446
22 68 1512
23 67 1468
24 68 1509
25 65 1423
26 62 1292
27 62 1287
28 62 1282
29 62 1292
30 64 1296
7 60 1284
8 61 1460
9 68 1615
10 65 1660
11 62 1488
12 64 1552
13 64 1521
14 66 1541
15 64 1519
16 63 1489
17 66 1552
18 63 1505
19 66 1514
20 66 1464
21 67 1537
22 64 1433
23 66 1461
24 66 1405
25 66 1389
26 63 1300
27 63 1293
28 63 1269
29 62 1256
30 62 1264
7 60 1244
8 60 1405
9 64 1619
10 60 1446
11 61 1542
12 59 1458
13 61 1503
14 59 1509
15 59 1481
16 57 1385
17 62 1467
18 66 1541
19 63 1426
20 65 1506
21 66 1453
22 66 1461
23 66 1447
24 65 1383
25 65 1361
26 66 1443
27 63 1290
28 62 1304
29 61 1214
30 61 1219
7 61 1319
8 62 1415
9 66 1559
10 63 1470
11 65 1601
12 63 1582
13 61 1492
14 61 1438
15 62 1521
16 62 1478
17 65 1552
18 63 1481
19 65 1517
20 65 1515
21 66 1475
22 65 1468
23 63 1388
24 64 1411
25 64 1373
26 63 1341
27 63 1307
28 63 1303
29 63 1278
30 63 1258
7 61 1302
8 63 1465
9 61 1425
10 64 1515
11 64 1580
12 64 1663
13 65 1653
14 62 1597
15 63 1495
16 64 1565
17 66 1622
18 67 1575
19 68 1635
20 65 1554
21 63 1409
22 67 1563
23 65 1462
24 62 1348
25 61 1305
26 61 1267
27 61 1267
28 61 1237
29 61 1253
30 57 1196
7 61 1195
8 63 1341
9 63 1477
10 64 1513
11 62 1521
12 64 1551
13 64 1535
14 63 1572
15 64 1568
16 63 1535
17 64 1492
18 67 1576
19 64 1450
20 64 1432
21 65 1503
22 64 1473
23 64 1437
24 65 1466
25 65 1442
26 64 1397
27 64 1369
28 64 1365
29 65 1383
30 65 1371
7 62 1443
8 62 1422
9 64 1580
10 62 1543
11 57 1518
12 60 1581
13 61 1526
14 59 1455
15 62 1471
16 59 1438
17 60 1444
18 62 1445
19 66 1535
20 66 1529
21 66 1545
22 68 1513
23 64 1382
24 63 1360
25 64 1346
26 64 1336
27 64 1332
28 65 1344
29 64 1307
30 64 1295

FINAL RESULT:69
heat: 25
length: 1405
[('22', '43'), ('26', '7'), ('45', '35'), ('37', '21'), ('47', '1'), ('35', '20'), ('28', '48'), ('27', '42'), ('38', '41'), ('2', '12'), ('44', '32'), ('25', '30'), ('15', '47'), ('34', '32'), ('6', '40'), ('33', '3'), ('12', '46'), ('23', '45'), ('7', '34'), ('15', '44'), ('1', '4'), ('16', '23'), ('4', '22'), ('18', '36'), ('13', '10'), ('2', '38'), ('47', '30'), ('48', '45'), ('31', '41'), ('35', '3'), ('22', '34'), ('49', '35'), ('27', '40'), ('17', '9'), ('13', '6'), ('26', '18'), ('39', '8'), ('40', '4'), ('39', '50'), ('33', '26'), ('45', '29'), ('6', '18'), ('6', '42'), ('38', '44'), ('34', '8'), ('1', '40'), ('49', '3'), ('15', '17'), ('28', '37'), ('38', '3'), ('4', '15'), ('19', '43'), ('2', '21'), ('46', '39'), ('4', '11'), ('31', '33'), ('14', '46'), ('15', '35'), ('28', '39'), ('30', '38'), ('50', '29'), ('31', '8'), ('12', '11'), ('41', '48'), ('2', '14'), ('50', '13'), ('13', '37'), ('40', '39'), ('9', '5'), ('17', '11')]
